timestamp,deviceType,deviceName,consumption,cost
2025-10-05T18:15,appliances,Microwave 7DU,0.668,0.187
2025-10-05T19:00,appliances,Coffee Machine I6I,0.226,0.063
2025-10-05T20:30,cooling,Chiller 7W6,1.605,0.449
2025-10-05T21:30,lighting,Downlight DQZ,0.642,0.18
2025-10-05T21:45,cooling,Chiller S5G,0.994,0.278
2025-10-05T22:00,appliances,Dryer ZFI,2.187,0.612
2025-10-05T22:00,lighting,Tube Light 0S1,0.403,0.113
2025-10-06T00:45,electronics,Switch F0N,0.347,0.097
2025-10-06T01:15,cooling,Evaporator LUT,1.755,0.491
2025-10-06T01:45,electronics,IoT Gateway XSK,1.118,0.313
2025-10-06T02:30,lighting,Street Light E8G,0.228,0.064
2025-10-06T03:00,electronics,3D Printer KOM,0.748,0.209
2025-10-06T04:15,cooling,Chiller R8Y,4.403,1.233
2025-10-06T04:15,lighting,Panel Light XOR,1.192,0.334
2025-10-06T04:30,cooling,Evaporator LIW,0.916,0.256
2025-10-06T06:00,appliances,Dishwasher 1O4,0.445,0.125
2025-10-06T09:15,cooling,AC Unit 2BU,3.609,1.011
2025-10-06T10:00,lighting,Panel Light UYM,0.697,0.195
2025-10-06T10:45,electronics,IoT Gateway 6P1,0.993,0.278
2025-10-06T11:00,heating,HVAC EPS,0.81,0.227
2025-10-06T11:45,appliances,Refrigerator I4I,0.165,0.046
2025-10-06T12:00,electronics,Monitor M1H,1.029,0.288
2025-10-06T13:00,cooling,Chiller 0F9,2.642,0.74
2025-10-06T14:45,heating,Heat Pump HQP,5.064,1.418
2025-10-06T16:30,heating,Radiator LO0,2.913,0.816
2025-10-06T17:15,appliances,Microwave R4P,2.316,0.648
2025-10-06T17:45,cooling,Vent Fan UBD,0.623,0.174
2025-10-06T17:45,heating,Boiler J8L,3.498,0.979
2025-10-06T18:00,lighting,Floodlight LM0,1.0,0.28
2025-10-06T18:15,appliances,Microwave ES4,2.311,0.647
2025-10-06T20:45,cooling,Evaporator AWF,3.992,1.118
2025-10-06T21:00,lighting,Tube Light CND,0.855,0.239
2025-10-07T02:00,heating,Water Heater L3H,1.306,0.366
2025-10-07T02:30,lighting,Street Light W43,0.325,0.091
2025-10-07T06:00,electronics,Router 089,1.545,0.433
2025-10-07T07:30,electronics,Switch JOQ,0.215,0.06
2025-10-07T14:30,heating,Radiator P0J,5.125,1.435
2025-10-07T17:15,heating,Radiator HWG,5.732,1.605
2025-10-07T18:00,appliances,Washer LP2,1.252,0.351
2025-10-07T18:00,heating,Water Heater D6W,3.111,0.871
2025-10-07T18:15,lighting,LED Strip NNI,1.179,0.33
2025-10-07T19:15,heating,HVAC 7WG,2.184,0.612
2025-10-07T20:15,electronics,Router P6Y,0.309,0.087
2025-10-07T21:00,lighting,Floodlight 34C,0.989,0.277
2025-10-07T22:00,heating,Radiator S7I,3.325,0.931
2025-10-07T23:15,cooling,Vent Fan 2HU,1.948,0.545
2025-10-08T01:00,lighting,Tube Light 9F5,0.809,0.227
2025-10-08T02:00,heating,Boiler 4CU,2.026,0.567
2025-10-08T03:15,electronics,Router F86,0.356,0.1
2025-10-08T05:45,cooling,Vent Fan 7JS,2.417,0.677
2025-10-08T07:45,electronics,Monitor DJ4,0.864,0.242
2025-10-08T08:00,electronics,3D Printer 35G,0.089,0.025
2025-10-08T08:15,electronics,CNC Controller 9U6,1.313,0.368
2025-10-08T08:30,lighting,Panel Light IZO,1.031,0.289
2025-10-08T08:30,lighting,Downlight 2Y4,0.731,0.205
2025-10-08T10:15,electronics,IoT Gateway 8B2,0.685,0.192
2025-10-08T16:00,electronics,CNC Controller RM6,0.172,0.048
2025-10-08T17:15,electronics,CNC Controller 9HG,0.253,0.071
2025-10-08T17:15,electronics,Workstation OQ2,0.525,0.147
2025-10-08T20:30,cooling,Chiller LYV,0.93,0.26
2025-10-08T21:15,appliances,Dryer O8L,2.245,0.629
2025-10-08T22:15,appliances,Dishwasher WDE,0.584,0.164
